Filename	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-60.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-57.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-54.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-51.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-48.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-45.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-42.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-39.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-36.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-33.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-30.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-27.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-24.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-21.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-18.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-15.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-12.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-09.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-06.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-03.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\0.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\03.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\06.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\09.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\12.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\15.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\18.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\21.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\24.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\27.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\30.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\33.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\36.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\39.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\42.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\45.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\48.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\51.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\54.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\57.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\60.mcc
-151.4	0.00659748492762446	0.00680297473445535	0.00656864512711763	0.00669709267094731	0.00608412781730294	0.00655928906053305	0.00728266220539808	0.00636196695268154	0.00625016773119569	0.00632321322336793	0.00598973268643022	0.00599752925336361	0.00626206211745739	0.00592995062470436	0.00562861934304237	0.00619729142636061	0.00619332911446691	0.00643761223182082	0.00636573415249586	0.00716321542859077	0.00575555954128504	0.00643226597458124	0.00641815876588225	0.00646410463377833	0.00584791880100966	0.00582810631021857	0.00602175109088421	0.00594867300242186	0.00594734586775303	0.00586737133562565	0.005738808773458	0.00577064836397767	0.00587983382865787	0.00609059631824493	0.00609193602576852	0.00557997496798635	0.00564788840711117	0.00580423418432474	0.00565997790545225	0.00517117651179433	0.00509064504876733
-148.4	0.00700820842757821	0.00735897896811366	0.00760782370343804	0.00738100940361619	0.00764791015535593	0.00758608849719167	0.00695361383259296	0.00784082803875208	0.00745430402457714	0.0075035821646452	0.00716315768659115	0.00707594770938158	0.00743060512468219	0.00676441239193082	0.00673302309587598	0.00725054508075118	0.00751025509089231	0.00731440633535385	0.00747619569301605	0.00719442265108228	0.00805873796343803	0.00735113909468055	0.00707168597728014	0.00674590328708291	0.00710888719186187	0.00674844719469547	0.00712055526673794	0.00690167164430022	0.00670052273198962	0.00692629860714078	0.00661445129662752	0.0067297387868166	0.00714868726208806	0.00724071403965354	0.00750370090827346	0.00677598360925913	0.00670917425304651	0.00610086694359779	0.00627101073041558	0.00640210555866361	0.00605164468288422
-145.4	0.00852955784648657	0.00840006582438946	0.00844617001712322	0.00783755071461201	0.00819717347621918	0.00781068718060851	0.00808587484061718	0.00807894393801689	0.00852131471037865	0.00821302738040686	0.00782858394086361	0.00772603461518884	0.00824487768113613	0.00741459662094712	0.0074933567084372	0.00821611750870943	0.00835507176816463	0.00792651623487473	0.00794859137386084	0.00801703333854675	0.00865520816296339	0.00874091777950525	0.00762998126447201	0.00751360412687063	0.00808333419263363	0.00826627016067505	0.00774608552455902	0.0078365933150053	0.00816791877150536	0.00731141911819577	0.00746377930045128	0.00764609314501286	0.00744522362947464	0.00728552974760532	0.00761807570233941	0.00733474269509315	0.0078047146089375	0.00703278090804815	0.00684309517964721	0.00681369984522462	0.00726241851225495
-142.4	0.0088416300714016	0.00899676792323589	0.00895842723548412	0.00907137989997864	0.00910947937518358	0.00870177336037159	0.00911870505660772	0.00890346989035606	0.00899625476449728	0.00889306794852018	0.00827364064753056	0.00840782281011343	0.00864695012569427	0.00837811268866062	0.00826720707118511	0.00870688818395138	0.00916701275855303	0.00835068710148335	0.00864203460514545	0.00909760314971209	0.00893349945545197	0.00841333158314228	0.00942120980471373	0.0089580537751317	0.00809844676405191	0.00813435297459364	0.00844458118081093	0.00824480038136244	0.00764137506484985	0.00837050098925829	0.00819546822458506	0.00829023588448763	0.00852911081165075	0.00875620450824499	0.0083797425031662	0.00889351684600115	0.00802908558398485	0.0078981826081872	0.00766960391774774	0.00733545841649175	0.00743703776970506
-139.4	0.0095785828307271	0.00971616245806217	0.00974244996905327	0.00966103002429008	0.00940074864774942	0.00994213577359915	0.00957032572478056	0.00940538011491299	0.00918053090572357	0.00989282969385386	0.0094275726005435	0.00902174413204193	0.00930426456034184	0.00869948323816061	0.00878715235739946	0.00933125521987677	0.00961945578455925	0.00929084420204163	0.00905643869191408	0.00923411548137665	0.00847317185252905	0.00901970453560352	0.00950858276337385	0.0101345786824822	0.0089689576998353	0.00904575549066067	0.00893513299524784	0.00883439928293228	0.00925594381988049	0.00883644726127386	0.00881354138255119	0.00879114959388971	0.00835702288895845	0.00834119133651257	0.00855224020779133	0.00851660780608654	0.00948492810130119	0.00770606938749552	0.00794920418411493	0.00820386968553066	0.00772283226251602
-136.4	0.0103296935558319	0.00970703549683094	0.00964188482612371	0.00940706301480532	0.00976722314953804	0.00985295232385397	0.00914751924574375	0.00980308745056391	0.00950909405946732	0.00956788472831249	0.00987724121659994	0.00968195125460625	0.00946807209402323	0.00888763181865215	0.00896994024515152	0.00972206052392721	0.00948410667479038	0.00954476278275251	0.0095212971791625	0.00905978586524725	0.0089636854827404	0.00929002463817596	0.0093477051705122	0.00913780089467764	0.0104959364980459	0.0093713877722621	0.0088728116825223	0.00920459814369678	0.00910382438451052	0.0087417121976614	0.00924664083868265	0.00877705868333578	0.00909176934510469	0.00889018550515175	0.00885360315442085	0.00858810357749462	0.00862201023846865	0.00888874009251595	0.0084696039557457	0.00817480869591236	0.00851958896964788
-133.4	0.0111357783898711	0.0111603373661637	0.0115690939128399	0.0111297024413943	0.0108639597892761	0.0104661984369159	0.0107169197872281	0.0105568496510386	0.0107506830245256	0.0106857130303979	0.0106567963957787	0.011107737198472	0.0108288656920195	0.0103998156264424	0.0104466769844294	0.0106191458180547	0.0105785746127367	0.0108914040029049	0.0107542034238577	0.0102041540667415	0.0108629027381539	0.0105451047420502	0.0101255895569921	0.0102370930835605	0.0100734038278461	0.0110074123367667	0.0101386811584234	0.00993000809103251	0.0102156568318605	0.0104302475228906	0.00972060579806566	0.0101217059418559	0.0100280866026878	0.009924684651196	0.00988967623561621	0.00983913335949183	0.0105272168293595	0.00940940715372562	0.00986745674163103	0.00912832655012608	0.00890603475272655
-130.4	0.0118611343204975	0.0125525929033756	0.0116229681298137	0.0113963671028614	0.0114493342116475	0.011842274107039	0.0115620847791433	0.0114328796043992	0.0116419224068522	0.0113532152026892	0.0113421622663736	0.0112029882147908	0.011844621039927	0.0108573855832219	0.0110303675755858	0.0112393656745553	0.0110826380550861	0.0116683840751648	0.0114510301500559	0.0112542854622006	0.0118765784427524	0.0110729681327939	0.010811785236001	0.0109809003770351	0.010590466670692	0.0108630126342177	0.011811338365078	0.0106130838394165	0.0110601987689734	0.0104226749390364	0.0111846011132002	0.0107788546010852	0.0107350563630462	0.0106126386672258	0.0104233734309673	0.0102051636204123	0.0100059164687991	0.00985613744705915	0.0100405775010586	0.0104314628988504	0.00977468490600586
-127.4	0.0123991267755628	0.0124287037178874	0.0123243844136596	0.0125511670485139	0.0121445301920176	0.0125561868771911	0.0119605557993054	0.0119158308953047	0.0123721631243825	0.0117453280836344	0.0118302209302783	0.0118481637910008	0.0119323330000043	0.0115319807082415	0.012257806956768	0.0119147142395377	0.011560277082026	0.012081635184586	0.0120860189199448	0.0117548312991858	0.0113190719857812	0.0113574508577585	0.0117211146280169	0.0114008234813809	0.0117456475272775	0.0111367106437683	0.0112689547240734	0.0123185319826007	0.010685465298593	0.0113927396014333	0.0104211810976267	0.0107416929677129	0.0109903169795871	0.0109728770330548	0.0107381381094456	0.0109644224867225	0.0113097904250026	0.0102531323209405	0.00973313581198454	0.00981940794736147	0.0107605876401067
-124.4	0.0135112581774592	0.0128832627087831	0.0140905687585473	0.0127857122570276	0.0129653671756387	0.0123812509700656	0.0129236653447151	0.0130337094888091	0.0122481686994433	0.0126618007197976	0.0127614019438624	0.012728787958622	0.0125617999583483	0.0128807248547673	0.0130527010187507	0.0131012564525008	0.0125061832368374	0.0126291504129767	0.0123509056866169	0.0126555366441607	0.0118448529392481	0.0124993845820427	0.0125258108600974	0.0121489465236664	0.0123657220974565	0.0121405785903335	0.0118392594158649	0.0116221690550447	0.0131575614213943	0.012060210108757	0.0125798713415861	0.0123842554166913	0.0113822855055332	0.0119012491777539	0.0120400469750166	0.0118041932582855	0.0115967551246285	0.0110310884192586	0.0113987410441041	0.0114122619852424	0.0109633710235357
-121.4	0.0142774302512407	0.0146908760070801	0.0145495496690273	0.0156129552051425	0.0143150249496102	0.0139362895861268	0.0143757183104753	0.0139042157679796	0.0135833118110895	0.0138420201838017	0.0139312548562884	0.0141456443816423	0.0140634682029486	0.0133653860539198	0.0141171682626009	0.0141812292858958	0.0140447989106178	0.0138709032908082	0.0138210095465183	0.0138763086870313	0.0135614182800055	0.0138451354578137	0.0133548555895686	0.0135859968140721	0.0131454039365053	0.013805422000587	0.0136249903589487	0.0136924078688025	0.0130430078133941	0.0134895760565996	0.0124476812779903	0.0128783565014601	0.0130781764164567	0.0130183780565858	0.0130407474935055	0.0130328414961696	0.0126687847077847	0.0120666306465864	0.0122513147071004	0.0119255688041449	0.0119818858802319
-118.4	0.0166684240102768	0.0160098150372505	0.0156550239771605	0.0158803667873144	0.0168807916343212	0.0164138823747635	0.0153909316286445	0.0153439631685615	0.0151046719402075	0.015729296952486	0.0152949932962656	0.0155303534120321	0.01550661213696	0.0147166606038809	0.0157596431672573	0.0155538832768798	0.016298720613122	0.0149950012564659	0.0153821781277657	0.0149588771164417	0.0155470333993435	0.0152861764654517	0.0151847628876567	0.0149706332013011	0.0149894366040826	0.0144710196182132	0.0149280373007059	0.0147839989513159	0.014608415775001	0.0151115022599697	0.0155795309692621	0.014611192047596	0.0145940659567714	0.0143458908423781	0.0144559405744076	0.0143797695636749	0.0143637889996171	0.0136164557188749	0.0130473161116242	0.0128599600866437	0.0129869105294347
-115.4	0.0172377433627844	0.0175883527845144	0.0175301544368267	0.0175699908286333	0.0173791721463203	0.0169940199702978	0.0167734138667583	0.0169742032885551	0.0175398029386997	0.0168771278113127	0.0165731720626354	0.0167209897190332	0.0163018219172955	0.0160060133785009	0.0168609749525785	0.0166871417313814	0.0169731602072716	0.0173513181507587	0.016682306304574	0.0162907969206572	0.0167513713240623	0.0162961818277836	0.0163127556443214	0.0160677675157785	0.0160855557769537	0.0160289108753204	0.0161403771489859	0.0157628003507853	0.0156247103586793	0.0150977484881878	0.0154639035463333	0.0163466595113277	0.0153365712612867	0.0154790468513966	0.0155094666406512	0.0151841025799513	0.0155415423214436	0.014230951666832	0.014452276751399	0.014152716845274	0.0140945138409734
-112.4	0.0187318325042725	0.0187883414328098	0.0183457545936108	0.0182646624743938	0.0183654893189669	0.0190282315015793	0.018320120871067	0.018335722386837	0.0187081266194582	0.0181473512202501	0.017488282173872	0.0174056049436331	0.0172936022281647	0.0174364782869816	0.0182925518602133	0.017906391993165	0.0177874062210321	0.017783485352993	0.0185174364596605	0.0173853561282158	0.0174259226769209	0.0171520933508873	0.01737448759377	0.0172439832240343	0.0169969312846661	0.0170968882739544	0.0166263021528721	0.0169262383133173	0.0169418416917324	0.0169224347919226	0.016923101618886	0.0169211234897375	0.0168611500412226	0.016337551176548	0.0161059610545635	0.0160649064928293	0.0159005969762802	0.0148939965292811	0.0150522030889988	0.0150700574740767	0.0153555385768414
-109.4	0.020804276689887	0.0205419398844242	0.0206803157925606	0.0205115173012018	0.0201008692383766	0.020416684448719	0.0215971693396568	0.0204735454171896	0.0201047472655773	0.0199101436883211	0.0198125131428242	0.0195889323949814	0.019561592489481	0.0192569326609373	0.0204752460122108	0.0198657903820276	0.0198245532810688	0.0202103927731514	0.0195880569517612	0.0205860193818808	0.0194695983082056	0.0191948898136616	0.0196011960506439	0.019243398681283	0.0192776843905449	0.0187797620892525	0.019156189635396	0.0188513956964016	0.0181043818593025	0.0184910446405411	0.0185112375766039	0.0182326342910528	0.0184035748243332	0.0193626191467047	0.0182563308626413	0.0181616134941578	0.0184339191764593	0.0174268074333668	0.0169477965682745	0.0168996956199408	0.0169564634561539
-106.4	0.0226251985877752	0.0229868032038212	0.0223369542509317	0.0225312970578671	0.0224763862788677	0.0221556089818478	0.0219644382596016	0.0225621052086353	0.0213491693139076	0.0213341098278761	0.0214998889714479	0.0210593678057194	0.0213068854063749	0.0208198744803667	0.0223399847745895	0.021418260410428	0.021367009729147	0.0217745043337345	0.0214401073753834	0.0216482952237129	0.0218721125274897	0.0213900860399008	0.0207492224872112	0.0207078885287046	0.0206208452582359	0.0206845533102751	0.0207713078707457	0.0204737186431885	0.0207525584846735	0.0200101993978024	0.0202928613871336	0.020343130454421	0.0199863445013762	0.019868353381753	0.0207105576992035	0.0195884294807911	0.0190364979207516	0.0185996796935797	0.0184509437531233	0.0183408707380295	0.0180593226104975
-103.4	0.0241403728723526	0.0239069927483797	0.0239142794162035	0.0235113091766834	0.0236328095197678	0.0231950841844082	0.0228004958480597	0.0227726027369499	0.0232337098568678	0.0223699919879436	0.0227230116724968	0.0222485158592463	0.022389505058527	0.0220985095947981	0.0235795583575964	0.0226651523262262	0.0224731527268887	0.0227603390812874	0.022209232673049	0.0227705277502537	0.0223079528659582	0.0230326354503632	0.0212916452437639	0.021988932043314	0.0215090904384851	0.0213456824421883	0.0212603155523539	0.0211211033165455	0.0212039705365896	0.0212666317820549	0.0209630988538265	0.0207070074975491	0.0206784177571535	0.0207319911569357	0.0206934157758951	0.0205163266509771	0.0206153467297554	0.0189203638583422	0.0193232130259275	0.0191919337958097	0.0193652622401714
-100.4	0.0262278784066439	0.0262949988245964	0.0261246301233768	0.0261316448450089	0.0254801027476788	0.0257333759218454	0.0252041630446911	0.0255195274949074	0.0253420677036047	0.0250820945948362	0.0246856641024351	0.0245196521282196	0.0244192276149988	0.0242226216942072	0.0255717858672142	0.0246552620083094	0.0246193781495094	0.0245105419307947	0.0248134881258011	0.024355486035347	0.0240913573652506	0.0240070819854736	0.0248389672487974	0.0241101291030645	0.0239517632871866	0.0234107468277216	0.023453913629055	0.0235932134091854	0.0230946410447359	0.02269615419209	0.0228995103389025	0.0228051152080297	0.0227748118340969	0.0223394483327866	0.0225944686681032	0.0228415112942457	0.0224651228636503	0.0213833954185247	0.0206619761884212	0.0207665506750345	0.020462192595005
-97.4	0.0304405447095633	0.030213663354516	0.0299616884440184	0.0293614994734526	0.0296118892729282	0.0293394774198532	0.0296964813023806	0.0292502678930759	0.0292021669447422	0.0292032361030579	0.0288207717239857	0.0280900709331036	0.0282195620238781	0.027801014482975	0.0293780621141195	0.0283744353801012	0.0283679775893688	0.0279386658221483	0.0280407331883907	0.0277283284813166	0.0275380406528711	0.0274122543632984	0.0278238356113434	0.0278761815279722	0.0272580068558455	0.0271771792322397	0.0270188972353935	0.026586014777422	0.0264802277088165	0.02654735930264	0.0263079684227705	0.0264361593872309	0.0261808708310127	0.0259542819112539	0.0257514603435993	0.025660952553153	0.0259949546307325	0.023745471611619	0.0241081081330776	0.0239647123962641	0.0237529836595058
-94.4	0.0341019667685032	0.0333243571221828	0.0333213619887829	0.0328871496021748	0.0330363921821117	0.0326532758772373	0.0325689390301704	0.0321912690997124	0.0321878865361214	0.0322601348161697	0.0314961671829224	0.0316039361059666	0.0310385394841433	0.0308569390326738	0.0320553593337536	0.0315546207129955	0.0314083360135555	0.0307946670800447	0.0311787594109774	0.0305969342589378	0.0309985838830471	0.0306342355906963	0.0301953963935375	0.0303087756037712	0.0306321028620005	0.0294888187199831	0.0294377170503139	0.0295510031282902	0.0291778743267059	0.0288546830415726	0.0290941745042801	0.0285466536879539	0.0282989889383316	0.0286805778741837	0.0285001955926418	0.0280249919742346	0.0283943694084883	0.0269582513719797	0.026119215413928	0.0260908883064985	0.0258771739900112
-91.4	0.0378883965313435	0.0376095995306969	0.037252701818943	0.0373240895569324	0.0366324968636036	0.0364279001951218	0.0359146632254124	0.0359294749796391	0.0354959033429623	0.036087229847908	0.0351179242134094	0.0351803079247475	0.0350905396044254	0.0342909470200539	0.0358478091657162	0.035312183201313	0.0352368205785751	0.0347410850226879	0.0348567105829716	0.0341634750366211	0.0343759618699551	0.0341148413717747	0.0335254408419132	0.0335445292294025	0.0335404872894287	0.0338732302188873	0.032951794564724	0.0326009690761566	0.0321321450173855	0.0322144441306591	0.0317534506320953	0.0321389846503735	0.0321147032082081	0.0311827957630157	0.0311569925397635	0.0311739388853312	0.0309199057519436	0.0295623261481524	0.0296068117022514	0.0292386393994093	0.0288551896810532
-88.4	0.0433556735515594	0.0439222566783428	0.0426431410014629	0.0418939925730228	0.0417819358408451	0.0415835231542587	0.041231095790863	0.0410620458424091	0.0404735952615738	0.0402591191232204	0.0399598255753517	0.040038101375103	0.0398900993168354	0.0398088730871677	0.0402485281229019	0.0399097092449665	0.0393710359930992	0.039490319788456	0.0393560901284218	0.0389429517090321	0.0384894981980324	0.0385113917291164	0.0381499044597149	0.0373306199908257	0.0376763753592968	0.037263635545969	0.0375117622315884	0.0367201268672943	0.0368905179202557	0.0364365540444851	0.0359203778207302	0.0356244780123234	0.0352243818342686	0.0355741232633591	0.0351211540400982	0.0350611619651318	0.034701980650425	0.0326489098370075	0.0323820821940899	0.0324516259133816	0.0322467796504498
-85.4	0.0500941351056099	0.0495466366410255	0.0490512102842331	0.048701785504818	0.0480116978287697	0.0475385151803494	0.0472238399088383	0.0468096844851971	0.045967560261488	0.0453236028552055	0.0453195460140705	0.0452873148024082	0.0446747690439224	0.0439097359776497	0.0461683794856071	0.0449955463409424	0.0446789860725403	0.0445394553244114	0.0438677705824375	0.0435241125524044	0.0427293181419373	0.0427201353013515	0.0425216518342495	0.0419691987335682	0.0412571132183075	0.0413413681089878	0.0413976088166237	0.0418961085379124	0.0402791947126389	0.0400961264967918	0.0395192243158817	0.0397169478237629	0.0396173410117626	0.0386676639318466	0.038695752620697	0.0387634262442589	0.0387378558516502	0.0361571349203587	0.0360858924686909	0.0359478108584881	0.035515334457159
-82.4	0.0613525100052357	0.0605470277369022	0.0601313933730125	0.0590665973722935	0.0580703392624855	0.0573173463344574	0.0567384772002697	0.0559775456786156	0.0557961165904999	0.0545972883701324	0.0540629401803017	0.0537095740437508	0.0529842749238014	0.0518003590404987	0.0534399338066578	0.0538358762860298	0.0520809330046177	0.0521693006157875	0.0509621761739254	0.0507048517465591	0.0502017512917519	0.0494827590882778	0.0490538403391838	0.0490465387701988	0.0484463423490524	0.0474518015980721	0.0470034703612328	0.0465900301933289	0.0473610982298851	0.0460042953491211	0.0454306229948997	0.0452571921050549	0.0445223748683929	0.0447271354496479	0.0439953245222569	0.0438194572925568	0.0432097017765045	0.0413133203983307	0.0405375771224499	0.0407368950545788	0.0400675944983959
-79.4	0.0832637995481491	0.0810814872384071	0.0802415385842323	0.0789999738335609	0.0767760425806046	0.0751987248659134	0.0738866254687309	0.0723769888281822	0.0715349391102791	0.069662369787693	0.0686094760894775	0.0674926713109016	0.0658967718482018	0.0648278519511223	0.0658633261919022	0.0650625005364418	0.0639335662126541	0.0631857365369797	0.0615653209388256	0.0606927089393139	0.0601644814014435	0.0589901469647884	0.0582519173622131	0.0575929954648018	0.0568738728761673	0.056085005402565	0.0556174330413342	0.0546321198344231	0.0536638535559177	0.0540714301168919	0.0529177747666836	0.052158497273922	0.0515424236655235	0.0509749017655849	0.0503747574985027	0.0496837049722672	0.049760214984417	0.046347763389349	0.0460155494511127	0.0451686568558216	0.0453032106161118
-76.4	0.148142173886299	0.143341705203056	0.138773158192635	0.133271083235741	0.128916546702385	0.123723022639751	0.119362205266953	0.114949837327003	0.110952116549015	0.107422828674316	0.103379212319851	0.100401841104031	0.0972093194723129	0.0936291515827179	0.0937867686152458	0.0913884714245796	0.0888540670275688	0.0864812880754471	0.0838191658258438	0.0815738886594772	0.0798666328191757	0.0778155773878098	0.0755431950092316	0.0730980932712555	0.0724860057234764	0.070652961730957	0.0693667531013489	0.067670963704586	0.0668908283114433	0.0647580623626709	0.0642406046390533	0.0628781989216805	0.0618490464985371	0.0608048178255558	0.0601854287087917	0.0592626556754112	0.0582134388387203	0.0547612681984901	0.0542199201881886	0.0529335029423237	0.0521249324083328
-73.4	0.341772735118866	0.335817098617554	0.32882884144783	0.319295465946198	0.308503806591034	0.298420637845993	0.287977188825607	0.275438904762268	0.263044804334641	0.25068661570549	0.23676809668541	0.224866420030594	0.212473198771477	0.199550464749336	0.193815946578979	0.183286756277084	0.172942489385605	0.163839370012283	0.1546401232481	0.14621439576149	0.139140948653221	0.132158249616623	0.125338241457939	0.118913501501083	0.114455565810204	0.108938343822956	0.104126498103142	0.100848242640495	0.0978279709815979	0.0944890007376671	0.091014489531517	0.0887321531772614	0.0855967998504639	0.0830929130315781	0.0804565623402596	0.0780801698565483	0.0763250514864922	0.0709142461419106	0.0690677538514137	0.0678745657205582	0.0661389529705048
-70.4	0.586580336093903	0.582353293895721	0.580482482910156	0.574262738227844	0.569527149200439	0.565373659133911	0.559561669826508	0.551669061183929	0.54323399066925	0.533434808254242	0.519708335399628	0.507701933383942	0.493015855550766	0.475312948226929	0.471345394849777	0.451798170804977	0.432701915502548	0.412697434425354	0.392422586679459	0.369629055261612	0.34853383898735	0.32729372382164	0.304866403341293	0.283941477537155	0.265193462371826	0.245141699910164	0.228476673364639	0.212879702448845	0.198296383023262	0.185435891151428	0.170655071735382	0.161747857928276	0.152586743235588	0.142842695116997	0.135276973247528	0.126692980527878	0.120218299329281	0.108667381107807	0.103800073266029	0.0994528904557228	0.0954432934522629
